Order Date,Purchase Price Per Unit,Quantity,Shipping Address State,Title,Q-demos-age,Q-demos-hispanic,Q-demos-race,Q-demos-education,Q-demos-income,Q-demos-gender,Q-sexual-orientation,Q-amazon-use-howmany,Q-amazon-use-hh-size,Q-amazon-use-how-oft,Q-substance-use-cigarettes,Q-substance-use-marijuana,Q-substance-use-alcohol,Q-personal-diabetes,Q-personal-wheelchair
2020-02-23,33.94,1.0,OK,"Garden of Life Multivitamin for Men - mykind Organic Men's Once Daily Whole Food Vitamin Supplement Tablets, Vegan, 60 Count",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2020-02-23,18.87,1.0,OK,"Garden of Life Vitamin D, Vitamin Code Raw D3, Vitamin D 5,000 IU, Raw Whole Food Vitamin D Supplements with Chlorella, Fruit, Veggies & Probiotics for Bone & Immune Health, 60 Vegetarian Capsules",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2020-02-23,27.29,1.0,OK,"Garden of Life Raw B Complex - Vitamin Code - 120 Vegan Capsules, High Potency Vitamins for Energy & Metabolism with B2 Riboflavin, B1, B3, B6, Folate, B12 as Methylcobalamin & Biotin Plus Probiotics",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2020-02-23,25.19,1.0,OK,"Garden of Life Vitamin C - Vitamin Code Raw Vitamin C - 120 Vegan Capsules, 500mg Whole Food Vitamin C with Bioflavonoids, Fruits & Veggies, Probiotics, Gluten Free Vitamin C Supplements for Adults",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2020-02-24,51.74,1.0,OK,"Organic Multivitamin for Women by Garden of Life, mykind Organics Womens Multi with Vitamin C, D, Folate, B6, B12, Biotin, Iron, Vegan Whole Food Vitamins for Women, Energy, Skin, Nails, 120 Tablets",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2020-04-04,24.99,1.0,OK,"Replesta 50,000 IU Vitamin D3 Cholecalciferol, for Vitamin D Deficiency, Once-Weekly Chewable Wafer, Non-GMO, Natural Orange Flavor, 8 Pack",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2020-04-04,76.7,1.0,OK,"Replesta NX Once Weekly Vitamin D Wafers, Orange 8 ea (Pack of 4)",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2020-04-22,53.04,1.0,OK,"Organic Multivitamin for Women by Garden of Life, mykind Organics Womens Multi with Vitamin C, D, Folate, B6, B12, Biotin, Iron, Vegan Whole Food Vitamins for Women, Energy, Skin, Nails, 120 Tablets",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2020-04-22,24.49,1.0,OK,"Garden of Life Vitamin C - Vitamin Code Raw Vitamin C - 120 Vegan Capsules, 500mg Whole Food Vitamin C with Bioflavonoids, Fruits & Veggies, Probiotics, Gluten Free Vitamin C Supplements for Adults",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2020-04-22,27.29,1.0,OK,"Garden of Life Raw B Complex - Vitamin Code - 120 Vegan Capsules, High Potency Vitamins for Energy & Metabolism with B2 Riboflavin, B1, B3, B6, Folate, B12 as Methylcobalamin & Biotin Plus Probiotics",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2020-07-02,16.86,1.0,OK,"Sports Research Extra Strength Vegan Biotin (Vitamin B) Supplement with Organic Coconut Oil - Supports Keratin for Healthier Hair & Nails - Great for Women & Men - 10,000mcg, 120 Veggie Softgel Capsules",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2020-07-11,19.44,1.0,OK,"Garden of Life Vitamin D, Vitamin Code Raw D3, Vitamin D 5,000 IU, Raw Whole Food Vitamin D Supplements with Chlorella, Fruit, Veggies & Probiotics for Bone & Immune Health, 60 Vegetarian Capsules",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2020-12-13,54.94,1.0,OK,"Organic Multivitamin for Women by Garden of Life, mykind Organics Womens Multi with Vitamin C, D, Folate, B6, B12, Biotin, Iron, Vegan Whole Food Vitamins for Women, Energy, Skin, Nails, 120 Tablets",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2020-12-13,22.67,1.0,OK,"Garden of Life Vitamin C - Vitamin Code Raw Vitamin C - 120 Vegan Capsules, 500mg Whole Food Vitamin C with Bioflavonoids, Fruits & Veggies, Probiotics, Gluten Free Vitamin C Supplements for Adults",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2020-12-13,19.59,1.0,OK,"Garden of Life Vitamin D, Vitamin Code Raw D3, Vitamin D 5,000 IU, Raw Whole Food Vitamin D Supplements with Chlorella, Fruit, Veggies & Probiotics for Bone & Immune Health, 60 Vegetarian Capsules",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2021-01-11,33.7,1.0,OK,"Replesta NX 14,000 IU Vitamin D3 Cholecalciferol Vitamin D Deficiency Once-Weekly Chewable Wafer, Non-GMO, Natural Orange Flavor, 8 Tablets (Pack of 2)",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2021-01-11,19.59,1.0,OK,"Garden of Life Vitamin D, Vitamin Code Raw D3, Vitamin D 5,000 IU, Raw Whole Food Vitamin D Supplements with Chlorella, Fruit, Veggies & Probiotics for Bone & Immune Health, 60 Vegetarian Capsules",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2021-02-15,19.59,1.0,OK,"Garden of Life Vitamin D, Vitamin Code Raw D3, Vitamin D 5,000 IU, Raw Whole Food Vitamin D Supplements with Chlorella, Fruit, Veggies & Probiotics for Bone & Immune Health, 60 Vegetarian Capsules",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2021-10-17,24.94,1.0,OK,"Garden of Life Vitamin C - Vitamin Code Raw Vitamin C - 120 Vegan Capsules, 500mg Whole Food Vitamin C with Bioflavonoids, Fruits & Veggies, Probiotics, Gluten Free Vitamin C Supplements for Adults",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2021-12-31,25.19,1.0,OK,"Garden of Life Vitamin C - Vitamin Code Raw Vitamin C - 120 Vegan Capsules, 500mg Whole Food Vitamin C with Bioflavonoids, Fruits & Veggies, Probiotics, Gluten Free Vitamin C Supplements for Adults",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2021-12-31,33.7,1.0,OK,"Replesta NX 14,000 IU Vitamin D3 Cholecalciferol Vitamin D Deficiency Once-Weekly Chewable Wafer, Non-GMO, Natural Orange Flavor, 8 Tablets (Pack of 2)",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2021-12-31,19.64,1.0,OK,"Garden of Life Vitamin D, Vitamin Code Raw D3, Vitamin D 5,000 IU, Raw Whole Food Vitamin D Supplements with Chlorella, Fruit, Veggies & Probiotics for Bone & Immune Health, 60 Vegetarian Capsules",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2022-01-02,26.6,1.0,OK,"Garden of Life Multivitamin for Men - mykind Organic Men's Once Daily Whole Food Vitamin Supplement Tablets, Vegan, 60 Count",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2022-01-25,56.44,1.0,OK,"Garden of Life mykind Organics Vitamins for Women 40 Plus - 120 Tablets, Womens Multi 40 Plus, Vegan Vitamins for Women Over 40, Hormone & Breast Health Support Blend, Whole Food Womens Multivitamin",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2022-01-25,23.91,1.0,OK,"Garden of Life Raw B Complex - Vitamin Code - 120 Vegan Capsules, High Potency Vitamins for Energy & Metabolism with B2 Riboflavin, B1, B3, B6, Folate, B12 as Methylcobalamin & Biotin Plus Probiotics",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2022-01-26,19.69,1.0,OK,"Garden of Life Vitamin D, Vitamin Code Raw D3, Vitamin D 5,000 IU, Raw Whole Food Vitamin D Supplements with Chlorella, Fruit, Veggies & Probiotics for Bone & Immune Health, 60 Vegetarian Capsules",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2022-03-17,21.54,1.0,OK,"Garden of Life Vitamin D, Vitamin Code Raw D3, Vitamin D 5,000 IU, Raw Whole Food Vitamin D Supplements with Chlorella, Fruit, Veggies & Probiotics for Bone & Immune Health, 60 Vegetarian Capsules",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2022-03-17,27.29,1.0,OK,"Garden of Life Raw B Complex - Vitamin Code - 120 Vegan Capsules, High Potency Vitamins for Energy & Metabolism with B2 Riboflavin, B1, B3, B6, Folate, B12 as Methylcobalamin & Biotin Plus Probiotics",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2022-03-18,56.44,1.0,OK,"Garden of Life mykind Organics Vitamins for Women 40 Plus - 120 Tablets, Womens Multi 40 Plus, Vegan Vitamins for Women Over 40, Hormone & Breast Health Support Blend, Whole Food Womens Multivitamin",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2022-05-18,27.75,1.0,OK,"Garden of Life Raw B Complex - Vitamin Code - 120 Vegan Capsules, High Potency Vitamins for Energy & Metabolism with B2 Riboflavin, B1, B3, B6, Folate, B12 as Methylcobalamin & Biotin Plus Probiotics",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2022-05-18,51.62,1.0,OK,"Garden of Life mykind Organics Vitamins for Women 40 Plus - 120 Tablets, Womens Multi 40 Plus, Vegan Vitamins for Women Over 40, Hormone & Breast Health Support Blend, Whole Food Womens Multivitamin",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2022-05-18,20.56,1.0,OK,"Garden of Life Vitamin D, Vitamin Code Raw D3, Vitamin D 5,000 IU, Raw Whole Food Vitamin D Supplements with Chlorella, Fruit, Veggies & Probiotics for Bone & Immune Health, 60 Vegetarian Capsules",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2022-11-06,25.19,1.0,OK,"Garden of Life Vitamin C - Vitamin Code Raw Vitamin C - 120 Vegan Capsules, 500mg Whole Food Vitamin C with Bioflavonoids, Fruits & Veggies, Probiotics, Gluten Free Vitamin C Supplements for Adults",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2022-12-11,25.19,2.0,OK,"Garden of Life Vitamin C - Vitamin Code Raw Vitamin C - 120 Vegan Capsules, 500mg Whole Food Vitamin C with Bioflavonoids, Fruits & Veggies, Probiotics, Gluten Free Vitamin C Supplements for Adults",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,2,More than 10 times per month,No,No,Yes,No,No
2019-02-22,11.99,1.0,OH,"Nature Made Postnatal Multivitamin + DHA 200 mg, 60 Softgels, to Support Nursing Moms & Babies During Breastfeeding, Postnatal Vitamins & Nutrients Include Iron, Vitamin D3, Calcium, Iodine",45 - 54 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,2,2,More than 10 times per month,No,No,No,No,No
2021-05-23,15.99,1.0,OH,"NutriCelebrity Vitamin C Chewable Tablets 500mg Supplement with Zinc & Ginger Roots, Natural Orange Flavor, Great for Adults & Kids - Vegan Friendly, Non-GMO, Gluten, Dairy & Soy Free - 90 Tablets",45 - 54 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,2,2,More than 10 times per month,No,No,No,No,No
2020-11-15,10.59,1.0,CA,"Sundown Vitamin D3 for Immune Support, Non-GMO, Dairy-Free, Gluten-Free, No Artificial Flavors, 25mcg 1000IU Softgels, 400 Count",18 - 24 years,Yes,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,LGBTQ+,2,2,5 - 10 times per month,No,No,No,No,No
2018-02-18,4.43,1.0,KS,"Nature's Bounty Vitamin B12, Supports Energy Metabolism and Nervous System Health, 500mcg, Tablets, 100 Ct",25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No
2018-04-20,4.52,1.0,KS,Nature Made VitaMelts Fast Dissolve Energy Vitamin B12 1500 mcg 100 ct,25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No
2018-06-20,4.52,1.0,KS,Nature Made VitaMelts Fast Dissolve Energy Vitamin B12 1500 mcg 100 ct,25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No
2018-07-17,12.85,1.0,KS,"Airborne 1000mg Vitamin C with Zinc Effervescent Tablets, Immune Support Supplement with Powerful Antioxidants Vitamins A C & E - 30 Fizzy Drink Tablets, Zesty Orange Flavor",25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No
2018-10-02,7.79,1.0,KS,Nature Made VitaMelts Fast Dissolve Multivitamin (12 Key Vitamins) 100ct,25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No
2018-10-03,5.39,1.0,KS,"Nature Made Vitamin D3 2000 IU (50 mcg), Dietary Supplement for Bone, Teeth, Muscle and Immune Health Support, 100 Tablets, 100 Day Supply",25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No
2018-10-21,4.52,1.0,KS,Nature Made VitaMelts Fast Dissolve Energy Vitamin B12 1500 mcg 100 ct,25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No
2018-11-20,11.57,3.0,KS,"Airborne 1000mg Vitamin C with Zinc Effervescent Tablets, Immune Support Supplement with Powerful Antioxidants Vitamins A C & E - 30 Fizzy Drink Tablets, Zesty Orange Flavor",25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No
2019-01-01,11.69,1.0,KS,"Nature Made Vitamin B12 500 mcg, Dietary Supplement for Energy Metabolism Support, 200 Tablets, 200 Day Supply",25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No
2019-01-02,7.97,1.0,KS,"One A Day Women’s Multivitamin, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Biotin, Calcium & More, 100 count",25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No
2019-01-09,9.83,1.0,KS,"Natrol Vitamin B12 Fast Dissolve Tablets, Promotes Energy, Supports a Healthy Nervous System, Maximum Strength, Strawberry Flavor, 5,000mcg, 200 Count",25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No
2019-02-03,9.29,1.0,KS,"Airborne 1000mg Vitamin C with Zinc Effervescent Tablets, Immune Support Supplement with Powerful Antioxidants Vitamins A C & E - 30 Fizzy Drink Tablets, Zesty Orange Flavor",25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No
2019-02-18,4.52,1.0,KS,Nature Made VitaMelts Fast Dissolve Energy Vitamin B12 1500 mcg 100 ct,25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No
2019-02-20,7.14,1.0,KS,Nature Made VitaMelts Fast Dissolve Multivitamin (12 Key Vitamins) 100ct,25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No
2019-04-20,6.98,1.0,KS,Nature Made VitaMelts Fast Dissolve Multivitamin (12 Key Vitamins) 100ct,25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No
2019-05-14,4.55,1.0,KS,"Doctor's Best Fully Active B12 1500 mcg, Non-GMO, Vegan, Gluten Free, Supports Healthy Memory, Mood and Circulation, 60 Count",25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No
2019-05-21,9.29,2.0,KS,"Airborne 1000mg Vitamin C with Zinc Effervescent Tablets, Immune Support Supplement with Powerful Antioxidants Vitamins A C & E - 30 Fizzy Drink Tablets, Zesty Orange Flavor",25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No
2019-12-23,4.1,2.0,KS,"Nature Made Super B Complex with Vitamin C and Folic Acid, Dietary Supplement for Immune Support, 60 Tablets, 60 Day Supply",25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No
2020-01-04,9.99,1.0,KS,"Nature Made Sublingual Vitamin B12 3000 mcg, Dietary Supplement for Energy Metabolism Support, 40 Micro-Lozenges, 40 Day Supply",25 - 34 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No
2022-08-13,9.54,1.0,CO,"NOW Supplements, Vitamin K-2 100 mcg, Menaquinone-4 (MK-4), Supports Bone Health*, 100 Veg Capsules",18 - 24 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Male,LGBTQ+,1 (just me!),4+,Less than 5 times per month,No,Yes,No,No,No
2020-08-06,13.99,1.0,MD,"Nature’s Bounty Vitamin D, Immune Support, 2000 IU, Softgels, 350 Ct",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No
2020-08-06,11.85,1.0,MD,"Nature’s Bounty Vitamin C, Immune Support, Tablets, 500mg, 250 Ct",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No
2022-04-15,5.18,1.0,FL,"Amazon Elements Vegan Biotin 5000 mcg - Hair, Skin, Nails - 130 Capsules (4 month supply) (Packaging may vary)",25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),2,2,5 - 10 times per month,I stopped in the recent past,Yes,Yes,No,No
2018-03-22,9.09,1.0,WA,"Vitafusion Women's Gummy Vitamins, Mixed Berries, 150 Count",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,No,No,No,No
2018-08-04,29.99,1.0,,"Conception Fertility Prenatal Vitamins – Regulate Your Cycle, Balance Hormones, Aid Ovulation – Myo-Inositol, Vitex, Folate Folic Acid Pills – 60 Vegetarian Soft Capsules",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,No,No,No,No
2018-12-23,7.83,1.0,WA,"Vitafusion Women's Gummy Vitamins, Mixed Berries, 150 Count",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,No,No,No,No
2019-01-28,8.88,1.0,WA,"Vitafusion Women's Gummy Vitamins, Mixed Berries, 150 Count",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,No,No,No,No
2019-10-22,9.38,1.0,WA,"Vitafusion Women's Gummy Vitamins, Mixed Berries, 150 Count",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,No,No,No,No
2020-01-26,10.23,1.0,WA,"Nature's Bounty Vitamin B12, Supports Energy Metabolism, Tablets, 1000mcg, 200 Ct",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,No,No,No,No
2020-06-22,9.88,1.0,WA,"Vitafusion Women's Gummy Vitamins, Mixed Berries, 150 Count",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,No,No,No,No
2020-11-28,13.75,1.0,WA,"vitafusion PreNatal Gummy Vitamins, Lemon & Raspberry Lemonade Flavored Pregnancy Vitamins for Women, 90 Count",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,No,No,No,No
2021-09-06,10.88,1.0,WA,"Vitafusion Women's Gummy Vitamins, Mixed Berries, 150 Count",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,No,No,No,No
2022-03-06,10.99,1.0,WA,"Vitafusion Women's Gummy Vitamins, Mixed Berries, 150 Count",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,No,No,No,No
2022-05-01,12.95,1.0,SC,"One A Day Women’s Multivitamin, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Biotin, Calcium & More, 200 count",35 - 44 years,No,Asian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No
2021-08-14,8.99,1.0,TX,"Best Naturals Vitamin B-6 25 Mg Tablets, 250 Count",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,No,No,No,No
2018-07-14,9.22,1.0,KS,"Emergen-C Chewable Vitamin C 1000mg, With B Vitamins And Antioxidants Tablet (40 Count, Orange Blast Flavor), Dietary Supplement",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No
2018-07-14,15.95,1.0,KS,"Sports Research Vitamin D3 5000IU (125mcg) with Coconut Oil - High Potency Vitamin D for Immune & Bone Support - Non-GMO Verified, Gluten & Soy Free (360 Liquid Softgels)",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No
