Order Date,Purchase Price Per Unit,Quantity,Shipping Address State,Title,Q-demos-age,Q-demos-hispanic,Q-demos-race,Q-demos-education,Q-demos-income,Q-demos-gender,Q-sexual-orientation,Q-amazon-use-howmany,Q-amazon-use-hh-size,Q-amazon-use-how-oft,Q-substance-use-cigarettes,Q-substance-use-marijuana,Q-substance-use-alcohol,Q-personal-diabetes,Q-personal-wheelchair,Vitamins Found,Vitamin A,Vitamin C,Vitamin D,Vitamin E,Vitamin K,B1,B2,B3,B6,B12,B5,B7,B9,Multivitamin,Vitamins List,Vitamin Count
2022-05-01,8.77,1.0,CA,"Amazon Elements Vegan Biotin 5000 mcg - Hair, Skin, Nails - 130 Capsules (4 month supply) (Packaging may vary)",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,LGBTQ+,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No,B7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B7,1
2022-05-06,6.24,1.0,CA,"Vitamin D by Nature's Bounty, Supports Immune Health & Bone Health, 2000IU Vitamin D3, 150 Softgels ,150 Count (Pack of 1)",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,LGBTQ+,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vitamin D,1
2022-07-01,9.01,1.0,CA,"Amazon Elements Vitamin D2 2000 IU, Vegan, 65 Capsules, Supports Strong Bones and Immune Health, 2 month supply (Packaging may vary)",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,LGBTQ+,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vitamin D,1
2022-07-01,8.1,1.0,CA,"Amazon Elements Vegan Biotin 5000 mcg - Hair, Skin, Nails - 130 Capsules (4 month supply) (Packaging may vary)",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,LGBTQ+,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No,B7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B7,1
2022-10-07,18.98,1.0,CA,"Goli SuperGreen Gummy Vitamin - 60 Count - Essential Vitamins and Minerals - Plant-Based, Vegan, Gluten-Free & Gelatin Free - Health from Within",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,LGBTQ+,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2022-04-12,29.98,1.0,CA,"Sugarbear Vegan Hair Gummy Vitamins with Biotin, Vitamin C, Vitamin B-12, Zinc for Hair Skin & Nails (1 Month Supply)",18 - 24 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Female,LGBTQ+,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,"Vitamin C, B7, B12",0,1,0,0,0,1,0,0,0,1,0,1,0,0,"Vitamin C, B1, B12, B7",4
2021-10-12,14.67,1.0,TX,"One A Day Men’s Multivitamin, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Calcium & more, 200 count",25 - 34 years,No,"White or Caucasian,Asian",Bachelor's degree,"$75,000 - $99,999",Male,LGBTQ+,1 (just me!),2,More than 10 times per month,No,No,Yes,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, Multivitamin",1,1,1,1,0,1,0,0,0,1,0,0,0,1,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, Multivitamin",7
2021-03-19,8.99,1.0,TX,"Nature's Bounty Vitamin B12, Supports Energy Metabolism, Tablets, 1000mcg, 200 Ct",18 - 24 years,Yes,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,LGBTQ+,3,4+,More than 10 times per month,No,Yes,Yes,No,No,"B1, B12",0,0,0,0,0,1,0,0,0,1,0,0,0,0,"B1, B12",2
2021-03-19,13.64,1.0,TX,"Nature’s Bounty Vitamin D3, Immune Support, 125 mcg (5000iu), Rapid Release Softgels, 240 Ct",18 - 24 years,Yes,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,LGBTQ+,3,4+,More than 10 times per month,No,Yes,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vitamin D,1
2021-03-19,7.71,1.0,TX,"Nature’s Bounty Vitamin C, Immune Support, Tablets, 500mg, 250 Ct",18 - 24 years,Yes,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,LGBTQ+,3,4+,More than 10 times per month,No,Yes,Yes,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2022-03-08,19.95,1.0,TX,VitBoost Vegan Liquid B-12 Drops – 60 x 5000 mcg Extra Strength Raspberry Flavored Vitamin B12 Liquid Methylcobalamin sublingual Supplement | Designed to Maximize Absorption & Energy | Gluten Free,18 - 24 years,Yes,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,LGBTQ+,3,4+,More than 10 times per month,No,Yes,Yes,No,No,"B1, B12, B12",0,0,0,0,0,1,0,0,0,1,0,0,0,0,"B1, B12",2
2022-03-08,17.97,1.0,TX,Neurobion B12 Forte 10 Vials x 10 ml,18 - 24 years,Yes,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,LGBTQ+,3,4+,More than 10 times per month,No,Yes,Yes,No,No,"B1, B12",0,0,0,0,0,1,0,0,0,1,0,0,0,0,"B1, B12",2
2018-04-26,7.61,1.0,FL,"Sundown Vitamin D3 for Immune Support, Non-GMO, Dairy & Gluten-Free, No Artificial Flavors, 125mcg 5000IU Softgels, 150 Count",55 - 64 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,Yes,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vitamin D,1
2018-04-26,10.49,2.0,FL,"Bronson Vitamin A 10,000 IU Premium Non-GMO Formula Supports Healthy Vision & Immune System and Healthy Growth & Reproduction, 250 Softgels",55 - 64 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,Yes,No,No,No,Vitamin A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin A,1
2018-09-09,7.61,2.0,FL,"Sundown Vitamin D3 for Immune Support, Non-GMO, Dairy & Gluten-Free, No Artificial Flavors, 125mcg 5000IU Softgels, 150 Count",55 - 64 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,Yes,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vitamin D,1
2019-04-21,17.97,1.0,FL,"Nature's Blend Folic Acid 1000 mcg 1,000 mcg 1000 Tabs",55 - 64 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2020-02-10,29.28,1.0,FL,"Sundown Vitamin C, 1000 Mg, High Potency, 300 Count Bottles",55 - 64 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,Yes,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2020-12-29,10.15,1.0,FL,"Doctor's Best Vitamin D3 5,000 IU for Healthy Bones, Teeth, Heart and Immune Support, Non-GMO, Gluten-Free, Soy Free, 360 Count (Pack of 1)",55 - 64 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,Yes,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vitamin D,1
2021-05-01,9.97,1.0,FL,"Bronson Vitamin A 10,000 IU Premium Non-GMO Formula Supports Healthy Vision & Immune System and Healthy Growth & Reproduction, 250 Softgels",55 - 64 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,Yes,No,No,No,Vitamin A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin A,1
2021-08-05,16.99,1.0,FL,"Best Naturals Biotin (Also Called Vitamin B7), 10,000 mcg 365 Tablets (365 Count (Pack of 1))",55 - 64 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,Yes,No,No,No,"B7, B7",0,0,0,0,0,0,0,0,0,0,0,1,0,0,B7,1
2021-09-15,25.0,1.0,FL,"Centrum Silver Women's Multivitamin for Women 50 Plus, Multivitamin/Multimineral Supplement with Vitamin D3, B Vitamins, Calcium and Antioxidants, Gluten Free, Non-GMO Ingredients - 200 Count",55 - 64 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,Yes,No,No,No,"Vitamin D, Multivitamin, B12",0,0,1,0,0,1,0,0,0,1,0,0,0,1,"Vitamin D, B1, B12, Multivitamin",4
2021-11-22,26.92,1.0,FL,"Sundown Vitamin C, 1000 Mg, High Potency, 300 Count Bottles",55 - 64 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,Yes,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2018-03-18,13.64,1.0,CA,"Airborne 1000mg Vitamin C Chewable Tablets with Zinc, Immune Support Supplement with Powerful Antioxidants Vitamins A C & E - 96 Chewable Tablets, Citrus Flavor",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2018-08-28,22.95,1.0,CA,NATURELO Vitamin C with Organic Acerola Cherry Extract and Citrus Bioflavonoids - Vegan Supplement - Immune Support - 500 mg VIT C per Cap - Non-GMO - 90 Capsules,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2018-12-02,21.56,1.0,TX,"SmartyPants Men's Formula, Daily Multivitamin for Men: Vitamins C, D3, Zinc, Omega 3, CoQ10, & B12 for Immune Support, Energy, Prostate & Heart Health, Fruit Flavor, 180 Gummies (30 Day Supply)",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Male,heterosexual (straight),1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,"B1, B12, Multivitamin",0,0,0,0,0,1,0,0,0,1,0,0,0,1,"B1, B12, Multivitamin",3
2020-11-22,25.99,1.0,TX,"Solaray Vitamin C with Bioflavonoid Concentrate 1000mg, Healthy Immune Function, Skin, Hair & Nails Support, 250 VegCaps",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Male,heterosexual (straight),1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2020-08-11,19.97,1.0,FL,"Men's Daily Multimineral Multivitamin Supplement - Vitamins A, C, E, D, B1, B2, B3, B5, B6, B12. Magnesium, Biotin, Spirulina, Zinc. Complete Antioxidant, Energy & Immune Support. 60 Capsules",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,2,2,5 - 10 times per month,No,Yes,No,No,No,"B1, B2, B3, B6, B12, B5, Multivitamin, B7",0,0,0,0,0,1,1,1,1,1,1,1,0,1,"B1, B2, B3, B6, B12, B5, B7, Multivitamin",8
2021-02-04,19.97,1.0,FL,"Vitamin E Oil - 100% Pure & Natural, 42,900 IU. Visibly Reduce The Look of Scars, Stretch Marks, Dark Spots & Wrinkles for Moisturized & Youthful Skin. d-Alpha tocopherol (1 Fl Oz)",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,2,2,5 - 10 times per month,No,Yes,No,No,No,Vitamin E,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Vitamin E,1
2022-05-30,19.97,1.0,FL,"Men's Daily Multimineral Multivitamin Supplement - Vitamins A, C, E, D, B1, B2, B3, B5, B6, B12. Magnesium, Biotin, Spirulina, Zinc. Complete Antioxidant, Energy & Immune Support. 60 Capsules",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,2,2,5 - 10 times per month,No,Yes,No,No,No,"B1, B2, B3, B6, B12, B5, Multivitamin, B7",0,0,0,0,0,1,1,1,1,1,1,1,0,1,"B1, B2, B3, B6, B12, B5, B7, Multivitamin",8
2022-06-15,20.97,1.0,FL,"Men's Daily Multimineral Multivitamin Supplement - Vitamins A, C, E, D, B1, B2, B3, B5, B6, B12. Magnesium, Biotin, Spirulina, Zinc. Complete Antioxidant, Energy & Immune Support. 60 Capsules",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,2,2,5 - 10 times per month,No,Yes,No,No,No,"B1, B2, B3, B6, B12, B5, Multivitamin, B7",0,0,0,0,0,1,1,1,1,1,1,1,0,1,"B1, B2, B3, B6, B12, B5, B7, Multivitamin",8
2022-07-04,20.97,1.0,FL,"Men's Daily Multimineral Multivitamin Supplement - Vitamins A, C, E, D, B1, B2, B3, B5, B6, B12. Magnesium, Biotin, Spirulina, Zinc. Complete Antioxidant, Energy & Immune Support. 60 Capsules",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,2,2,5 - 10 times per month,No,Yes,No,No,No,"B1, B2, B3, B6, B12, B5, Multivitamin, B7",0,0,0,0,0,1,1,1,1,1,1,1,0,1,"B1, B2, B3, B6, B12, B5, B7, Multivitamin",8
2022-08-04,20.97,1.0,FL,"Men's Daily Multimineral Multivitamin Supplement - Vitamins A, C, E, D, B1, B2, B3, B5, B6, B12. Magnesium, Biotin, Spirulina, Zinc. Complete Antioxidant, Energy & Immune Support. 60 Capsules",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,2,2,5 - 10 times per month,No,Yes,No,No,No,"B1, B2, B3, B6, B12, B5, Multivitamin, B7",0,0,0,0,0,1,1,1,1,1,1,1,0,1,"B1, B2, B3, B6, B12, B5, B7, Multivitamin",8
2022-09-04,20.97,1.0,FL,"Men's Daily Multimineral Multivitamin Supplement - Vitamins A, C, E, D, B1, B2, B3, B5, B6, B12. Magnesium, Biotin, Spirulina, Zinc. Complete Antioxidant, Energy & Immune Support. 60 Capsules",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,2,2,5 - 10 times per month,No,Yes,No,No,No,"B1, B2, B3, B6, B12, B5, Multivitamin, B7",0,0,0,0,0,1,1,1,1,1,1,1,0,1,"B1, B2, B3, B6, B12, B5, B7, Multivitamin",8
2022-10-04,20.97,1.0,FL,"Men's Daily Multimineral Multivitamin Supplement - Vitamins A, C, E, D, B1, B2, B3, B5, B6, B12. Magnesium, Biotin, Spirulina, Zinc. Complete Antioxidant, Energy & Immune Support. 60 Capsules",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,2,2,5 - 10 times per month,No,Yes,No,No,No,"B1, B2, B3, B6, B12, B5, Multivitamin, B7",0,0,0,0,0,1,1,1,1,1,1,1,0,1,"B1, B2, B3, B6, B12, B5, B7, Multivitamin",8
2022-11-04,20.97,1.0,FL,"Men's Daily Multimineral Multivitamin Supplement - Vitamins A, C, E, D, B1, B2, B3, B5, B6, B12. Magnesium, Biotin, Spirulina, Zinc. Complete Antioxidant, Energy & Immune Support. 60 Capsules",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,2,2,5 - 10 times per month,No,Yes,No,No,No,"B1, B2, B3, B6, B12, B5, Multivitamin, B7",0,0,0,0,0,1,1,1,1,1,1,1,0,1,"B1, B2, B3, B6, B12, B5, B7, Multivitamin",8
2022-12-03,20.97,1.0,FL,"Men's Daily Multimineral Multivitamin Supplement - Vitamins A, C, E, D, B1, B2, B3, B5, B6, B12. Magnesium, Biotin, Spirulina, Zinc. Complete Antioxidant, Energy & Immune Support. 60 Capsules",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,2,2,5 - 10 times per month,No,Yes,No,No,No,"B1, B2, B3, B6, B12, B5, Multivitamin, B7",0,0,0,0,0,1,1,1,1,1,1,1,0,1,"B1, B2, B3, B6, B12, B5, B7, Multivitamin",8
2023-03-07,16.98,1.0,TX,"OLLY Kids Multivitamin + Probiotic Gummy, Digestive and Immune Support, Vitamins A, D, C, E, B, Zinc, Kids Chewable Supplement, Berry, 50 Day Supply - 100 Count (Pack of 1)",25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,2,1 (just me!),Less than 5 times per month,No,No,No,Yes,No,Multivitamin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Multivitamin,1
2018-04-13,11.99,1.0,TX,"OLLY Women's Multivitamin Gummy, Overall Health and Immune Support, Vitamins A, D, C, E, Biotin, Folic Acid, Adult Chewable Vitamin, Berry, 45 Day Supply - 90 Count (Pack of 1)",25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,Yes,Yes,No,No,"Multivitamin, B7",0,0,0,0,0,0,0,0,0,0,0,1,0,1,"B7, Multivitamin",2
2019-08-22,19.94,1.0,FL,"NATURELO One Daily Multivitamin for Men - with Vitamins & Minerals + Organic Whole Foods - Supplement to Boost Energy, General Health - Non-GMO - 60 Capsules | 2 Month Supply",25 - 34 years,Yes,White or Caucasian,Bachelor's degree,"Less than $25,000",Male,heterosexual (straight),2,1 (just me!),Less than 5 times per month,Yes,Yes,No,No,No,Multivitamin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Multivitamin,1
2020-03-25,9.79,1.0,CA,"Amazon Brand - Solimo Adult Multivitamin, 150 Gummies, 75-Day Supply",55 - 64 years,No,White or Caucasian,Some high school or less,"$100,000 - $149,999",Female,heterosexual (straight),2,4+,Less than 5 times per month,Yes,Yes,Yes,Yes,Yes,Multivitamin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Multivitamin,1
2020-10-28,13.95,1.0,NY,"Myo Inositol Powder 250g (500 Servings), Nootropic, Cognitive Enhancer, Overalll Health Support, Memory, Learning, Focus, Concentration, Boosts Energy",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2022-10-18,8.94,1.0,NY,"One A Day Women’s Petites Multivitamin,Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B Vitamins, Biotin, Folate (as folic acid) & more, 160 count",18 - 24 years,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Male,heterosexual (straight),1 (just me!),4+,5 - 10 times per month,Yes,Yes,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, Multivitamin, B7, B9, B12",1,1,1,1,0,1,0,0,0,1,0,1,1,1,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, B7, B9, Multivitamin",9
2022-10-18,8.94,1.0,NY,"One A Day Women’s Petites Multivitamin,Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B Vitamins, Biotin, Folate (as folic acid) & more, 160 count",18 - 24 years,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Male,heterosexual (straight),1 (just me!),4+,5 - 10 times per month,Yes,Yes,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, Multivitamin, B7, B9, B12",1,1,1,1,0,1,0,0,0,1,0,1,1,1,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, B7, B9, Multivitamin",9
2022-04-01,9.42,1.0,FL,"Nature Made Vitamin D3 2000 IU (50 mcg), Dietary Supplement for Bone, Teeth, Muscle and Immune Health Support, 400 Tablets, 400 Day Supply",55 - 64 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vitamin D,1
2022-06-26,10.71,1.0,FL,"Nature Made Vitamin B12 Sublingual, Easy to Take Vitamin B12 3000 mcg for Energy Metabolism Support, 40 Sugar Free Micro-Lozenges, 40 Day Supply",55 - 64 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,"B1, B12",0,0,0,0,0,1,0,0,0,1,0,0,0,0,"B1, B12",2
2022-08-29,9.69,1.0,FL,"NOW Supplements, Vitamin K-2 100 mcg, Menaquinone-4 (MK-4), Supports Bone Health*, 100 Veg Capsules",55 - 64 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,Vitamin K,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Vitamin K,1
2022-09-27,30.16,1.0,FL,"Healthy Origins Vitamin K2 100 mcg (MK-7, Non-GMO, Gluten Free, Cardiovascaular Support, Bone Support), 180 Veggie Gels",55 - 64 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,Vitamin K,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Vitamin K,1
2023-01-14,8.49,1.0,FL,"Nature’s Bounty Vitamin B12 5000 Mcg Sublingual Liquid, Cardiovascular Health & Cellular Energy Support, 2 Fl Oz (1 Count)",55 - 64 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,"B1, B12",0,0,0,0,0,1,0,0,0,1,0,0,0,0,"B1, B12",2
2020-05-09,12.31,1.0,TX,"Nature Made Super B Complex with Vitamin C and Folic Acid, Dietary Supplement for Immune Support, 250 Tablets, 250 Day Supply",25 - 34 years,No,"White or Caucasian,Black or African American,American Indian/Native American or Alaska Native",High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2022-02-22,14.97,1.0,TX,"One A Day Women’s Multivitamin, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Biotin, Calcium & More, 200 count",25 - 34 years,No,"White or Caucasian,Black or African American,American Indian/Native American or Alaska Native",High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, Multivitamin, B7",1,1,1,1,0,1,0,0,0,1,0,1,0,1,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, B7, Multivitamin",8
2022-10-18,9.19,1.0,TX,"Nature Made Super B Complex with Vitamin C and Folic Acid, Dietary Supplement for Immune Support, 60 Tablets, 60 Day Supply",25 - 34 years,No,"White or Caucasian,Black or African American,American Indian/Native American or Alaska Native",High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2018-04-12,12.96,1.0,NY,"BulkSupplements.com Inositol Powder - Vitamin B8 Supplement for Antioxidants & Liver Support - Unflavored, Gluten Free - 500mg per Serving, 500 Servings (250 Grams - 8.8 oz)",25 - 34 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Female,LGBTQ+,1 (just me!),2,Less than 5 times per month,No,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2022-09-03,5.68,1.0,TX,"Nature Made Folic Acid 400 mcg (665 mcg DFE), Dietary Supplement for Nervous System Function, 250 Tablets, 250 Day Supply",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,Yes,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2020-08-04,21.95,1.0,FL,"Liquid Biotin & Collagen Hair Growth Drops 50,000mcg – Biotin and Liquid Collagen Supplements for Women & Men – Supports Glowing Skin, Healthy Hair & Nail Growth (2Fl Oz)",18 - 24 years,Yes,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),1 (just me!),4+,5 - 10 times per month,No,No,No,Yes,No,B7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B7,1
2020-09-03,19.99,1.0,FL,"Liquid Biotin & Collagen Hair Growth Drops 50,000mcg – Biotin and Liquid Collagen Supplements for Women & Men – Supports Glowing Skin, Healthy Hair & Nail Growth (2Fl Oz)",18 - 24 years,Yes,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),1 (just me!),4+,5 - 10 times per month,No,No,No,Yes,No,B7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B7,1
2020-11-28,16.99,1.0,FL,"Liquid Biotin & Collagen Hair Growth Drops 50,000mcg – Biotin and Liquid Collagen Supplements for Women & Men – Supports Glowing Skin, Healthy Hair & Nail Growth (2Fl Oz)",18 - 24 years,Yes,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),1 (just me!),4+,5 - 10 times per month,No,No,No,Yes,No,B7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B7,1
2022-06-16,20.89,1.0,FL,"Liquid Biotin & Collagen Hair Growth Drops 50,000mcg – Biotin and Liquid Collagen Supplements for Women & Men – Supports Glowing Skin, Healthy Hair & Nail Growth (2Fl Oz)",18 - 24 years,Yes,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),1 (just me!),4+,5 - 10 times per month,No,No,No,Yes,No,B7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B7,1
2018-05-31,11.95,1.0,CA,"Nutricost Vitamin E 400 IU, 240 Softgel Capsules - Gluten Free, Non-GMO",55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,heterosexual (straight),2,2,5 - 10 times per month,No,No,Yes,No,No,Vitamin E,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Vitamin E,1
