Order Date,Purchase Price Per Unit,Quantity,Shipping Address State,Title,Q-demos-age,Q-demos-hispanic,Q-demos-race,Q-demos-education,Q-demos-income,Q-demos-gender,Q-sexual-orientation,Q-amazon-use-howmany,Q-amazon-use-hh-size,Q-amazon-use-how-oft,Q-substance-use-cigarettes,Q-substance-use-marijuana,Q-substance-use-alcohol,Q-personal-diabetes,Q-personal-wheelchair,Vitamins Found,Vitamin A,Vitamin C,Vitamin D,Vitamin E,Vitamin K,B1,B2,B3,B6,B12,B5,B7,B9,Multivitamin
2018-07-10,15.89,2.0,ME,"NatureWise Vitamin D3 5000iu (125 mcg) 1 Year Supply for Healthy Muscle Function, and Immune Support, Non-GMO, Gluten Free in Cold-Pressed Olive Oil, Packaging Vary ( Mini Softgel), 360 Count",18 - 24 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),4+,1 (just me!),5 - 10 times per month,No,No,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-02-23,14.58,1.0,ME,"NatureWise Vitamin D3 5000iu (125 mcg) 1 Year Supply for Healthy Muscle Function, and Immune Support, Non-GMO, Gluten Free in Cold-Pressed Olive Oil, Packaging Vary ( Mini Softgel), 360 Count",18 - 24 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),4+,1 (just me!),5 - 10 times per month,No,No,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-01-04,16.05,2.0,ME,"NatureWise Vitamin D3 5000iu (125 mcg) 1 Year Supply for Healthy Muscle Function, and Immune Support, Non-GMO, Gluten Free in Cold-Pressed Olive Oil, Packaging Vary ( Mini Softgel), 360 Count",18 - 24 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),4+,1 (just me!),5 - 10 times per month,No,No,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-08-13,14.99,1.0,ME,"NatureWise Vitamin D3 5000iu (125 mcg) 1 Year Supply for Healthy Muscle Function, and Immune Support, Non-GMO, Gluten Free in Cold-Pressed Olive Oil, Packaging Vary ( Mini Softgel), 360 Count",18 - 24 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),4+,1 (just me!),5 - 10 times per month,No,No,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-01-03,21.99,1.0,ME,"Sports Research Vegan Vitamin D3 + K2 with Organic Coconut Oil - 5000iu Vitamin D, 100mcg Mk7 Vitamin K - Supports Bone & Immune Health - 60 Softgels",18 - 24 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),4+,1 (just me!),5 - 10 times per month,No,No,Yes,No,No,"Vitamin D, Vitamin K",0,0,1,0,1,0,0,0,0,0,0,0,0,0
2021-01-03,30.75,1.0,ME,"Metagenics Vitamin D3 10,000 IU with Vitamin K2 - Vitamin D Supplement for Healthy Bone Formation, Cardiovascular Health, and Immune Support - 60 Count",18 - 24 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),4+,1 (just me!),5 - 10 times per month,No,No,Yes,No,No,"Vitamin D, Vitamin K",0,0,1,0,1,0,0,0,0,0,0,0,0,0
2021-01-12,19.95,1.0,VA,"Sports Research Vegan Vitamin D3 + K2 with Organic Coconut Oil - 5000iu Vitamin D, 100mcg Mk7 Vitamin K - Supports Bone & Immune Health - 60 Softgels",18 - 24 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),4+,1 (just me!),5 - 10 times per month,No,No,Yes,No,No,"Vitamin D, Vitamin K",0,0,1,0,1,0,0,0,0,0,0,0,0,0
2021-03-22,16.91,1.0,ME,"[90 Days] Best Value, Max Strength 10,000 iu Vitamin D3 and 1500 mcg Vitamin K2 Supplements. D3K2 Vitamins for Bone and Heart Health. D3-K2 MK4 Capsules, Best K2D3 Vitamin for Immune System",18 - 24 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),4+,1 (just me!),5 - 10 times per month,No,No,Yes,No,No,"Vitamin D, Vitamin K",0,0,1,0,1,0,0,0,0,0,0,0,0,0
2021-03-23,19.95,1.0,VA,"Sports Research Vegan Vitamin D3 + K2 with Organic Coconut Oil - 5000iu Vitamin D, 100mcg Mk7 Vitamin K - Supports Bone & Immune Health - 60 Softgels",18 - 24 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),4+,1 (just me!),5 - 10 times per month,No,No,Yes,No,No,"Vitamin D, Vitamin K",0,0,1,0,1,0,0,0,0,0,0,0,0,0
2021-06-26,19.95,1.0,ME,"Sports Research Vegan Vitamin D3 + K2 with Organic Coconut Oil - 5000iu Vitamin D, 100mcg Mk7 Vitamin K - Supports Bone & Immune Health - 60 Softgels",18 - 24 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),4+,1 (just me!),5 - 10 times per month,No,No,Yes,No,No,"Vitamin D, Vitamin K",0,0,1,0,1,0,0,0,0,0,0,0,0,0
2021-08-23,19.95,1.0,ME,"Sports Research Vegan Vitamin D3 + K2 with Organic Coconut Oil - 5000iu Vitamin D, 100mcg Mk7 Vitamin K - Supports Bone & Immune Health - 60 Softgels",18 - 24 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),4+,1 (just me!),5 - 10 times per month,No,No,Yes,No,No,"Vitamin D, Vitamin K",0,0,1,0,1,0,0,0,0,0,0,0,0,0
2021-10-09,21.99,1.0,ME,"Sports Research Vegan Vitamin D3 + K2 with Organic Coconut Oil - 5000iu Vitamin D, 100mcg Mk7 Vitamin K - Supports Bone & Immune Health - 60 Softgels",18 - 24 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),4+,1 (just me!),5 - 10 times per month,No,No,Yes,No,No,"Vitamin D, Vitamin K",0,0,1,0,1,0,0,0,0,0,0,0,0,0
2021-11-05,14.49,1.0,ME,"NatureWise Vitamin D3 2000iu (50 mcg) Healthy Muscle Function, and Immune Support, Non-GMO, Gluten Free in Cold-Pressed Olive Oil, Packaging Vary ( Mini Softgel), 360 Count(Pack of 1)",18 - 24 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),4+,1 (just me!),5 - 10 times per month,No,No,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,31.9,1.0,ME,"Metagenics Vitamin D3 10,000 IU with Vitamin K2 - Vitamin D Supplement for Healthy Bone Formation, Cardiovascular Health, and Immune Support - 60 Count",18 - 24 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),4+,1 (just me!),5 - 10 times per month,No,No,Yes,No,No,"Vitamin D, Vitamin K",0,0,1,0,1,0,0,0,0,0,0,0,0,0
2022-03-11,31.65,1.0,ME,"Metagenics Vitamin D3 10,000 IU with Vitamin K2 - Vitamin D Supplement for Healthy Bone Formation, Cardiovascular Health, and Immune Support - 60 Count",18 - 24 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),4+,1 (just me!),5 - 10 times per month,No,No,Yes,No,No,"Vitamin D, Vitamin K",0,0,1,0,1,0,0,0,0,0,0,0,0,0
2022-05-03,31.65,1.0,ME,"Metagenics Vitamin D3 10,000 IU with Vitamin K2 - Vitamin D Supplement for Healthy Bone Formation, Cardiovascular Health, and Immune Support - 60 Count",18 - 24 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),4+,1 (just me!),5 - 10 times per month,No,No,Yes,No,No,"Vitamin D, Vitamin K",0,0,1,0,1,0,0,0,0,0,0,0,0,0
2022-07-03,33.0,1.0,ME,"Metagenics Vitamin D3 10,000 IU with Vitamin K2 - Vitamin D Supplement for Healthy Bone Formation, Cardiovascular Health, and Immune Support - 60 Count",18 - 24 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),4+,1 (just me!),5 - 10 times per month,No,No,Yes,No,No,"Vitamin D, Vitamin K",0,0,1,0,1,0,0,0,0,0,0,0,0,0
2022-11-14,23.95,1.0,VA,"Sports Research Vegan Vitamin D3 + K2 with Organic Coconut Oil - 5000iu Vitamin D, 100mcg Mk7 Vitamin K - Supports Bone & Immune Health - 60 Softgels",18 - 24 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),4+,1 (just me!),5 - 10 times per month,No,No,Yes,No,No,"Vitamin D, Vitamin K",0,0,1,0,1,0,0,0,0,0,0,0,0,0
2018-01-08,17.99,1.0,NJ,"Bronson Vitamin D3 5,000 IU (1 Year Supply) for Immune Support, Healthy Muscle Function & Bone Health, High Potency Organic Non-GMO Vitamin D Supplement, 360 Tablets",45 - 54 years,No,Asian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,Yes,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-05-08,17.99,1.0,NJ,"Bronson Vitamin D3 5,000 IU (1 Year Supply) for Immune Support, Healthy Muscle Function & Bone Health, High Potency Organic Non-GMO Vitamin D Supplement, 360 Tablets",45 - 54 years,No,Asian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,Yes,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-09-26,14.99,1.0,NJ,"Bronson Vitamin D3 5,000 IU (1 Year Supply) for Immune Support, Healthy Muscle Function & Bone Health, High Potency Organic Non-GMO Vitamin D Supplement, 360 Tablets",45 - 54 years,No,Asian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,Yes,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,14.99,1.0,NJ,"Bronson Vitamin D3 5,000 IU (1 Year Supply) for Immune Support, Healthy Muscle Function & Bone Health, High Potency Organic Non-GMO Vitamin D Supplement, 360 Tablets",45 - 54 years,No,Asian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,Yes,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-07-18,14.99,1.0,NJ,"Bronson Vitamin D3 5,000 IU (1 Year Supply) for Immune Support, Healthy Muscle Function & Bone Health, High Potency Organic Non-GMO Vitamin D Supplement, 360 Tablets",45 - 54 years,No,Asian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,Yes,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-12-21,9.97,1.0,NJ,"Bronson Vitamin D3 5,000 IU (1 Year Supply) for Immune Support, Healthy Muscle Function & Bone Health, High Potency Organic Non-GMO Vitamin D Supplement, 360 Tablets",45 - 54 years,No,Asian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,Yes,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-11-21,13.85,1.0,TN,"Nature’s Bounty Vitamin D, Immune Support, 2000 IU, Softgels, 350 Ct",18 - 24 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),4+,1 (just me!),5 - 10 times per month,No,Yes,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-09-08,17.99,1.0,OR,"Vitamin D3 Drops - 2,000 IU/50 MCG Per Drop - Organic - High Potency - 900 Servings - Easy Dose - Family Size - Fast Absorbing - 2 Ingredients - No Preservatives - USA Made - ELEA Drops",45 - 54 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-02-06,13.46,1.0,KS,"SmartyPants Kids Formula Cherry Berry Daily Gummy Vitamins: Gluten Free, Multivitamin & Omega 3 Fish Oil (Dha/Epa), Methyl B12, Vitamin D3, Vitamin B6, 90 Count (22 Day Supply) (Packaging May Vary)",55 - 64 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Female,heterosexual (straight),3,3,5 - 10 times per month,No,No,No,No,No,"Vitamin D, B1, B6, B12, Multivitamin",0,0,1,0,0,1,0,0,1,1,0,0,0,1
2021-04-09,11.22,1.0,NY,"Nature’s Bounty Vitamin D, Immune Support, 2000 IU, Softgels, 350 Ct",35 - 44 years,No,"White or Caucasian,Black or African American",High school diploma or GED,"$100,000 - $149,999",Female,heterosexual (straight),4+,4+,5 - 10 times per month,No,No,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-04-09,10.99,1.0,NY,"Nature Made Vitamin D3 1000 IU (25 mcg), Dietary Supplement for Bone, Teeth, Muscle and Immune Health Support, 300 Softgels, 300 Day Supply",35 - 44 years,No,"White or Caucasian,Black or African American",High school diploma or GED,"$100,000 - $149,999",Female,heterosexual (straight),4+,4+,5 - 10 times per month,No,No,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-08,6.08,1.0,FL,"Vitamin D3 50mcg (2,000 IU) Bolsters Immune Health by Puritan's Pride for Support of Immune Health and Healthy Bones and Teeth 200 Softgels",55 - 64 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,No,Yes,Yes,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-12-28,7.8,1.0,FL,"Vitamin D3 50mcg (2,000 IU) Bolsters Immune Health by Puritan's Pride for Support of Immune Health and Healthy Bones and Teeth 200 Softgels",55 - 64 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,No,Yes,Yes,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-04-30,7.8,1.0,FL,"Vitamin D3 50mcg (2,000 IU) Bolsters Immune Health by Puritan's Pride for Support of Immune Health and Healthy Bones and Teeth 200 Softgels",55 - 64 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,No,Yes,Yes,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-07-06,5.19,1.0,FL,"Puritans Pride Vitamin D3 10000 IU Bolsters Health Immune System Support and Healthy Bones & Teeth Softgels, Yellow, 100 Count",55 - 64 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,No,Yes,Yes,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-07-06,7.0,1.0,FL,"Vitamin D3 5,000 IU Bolsters Immunity by Puritan's Pride for Immune System Support and Healthy Bones and Teeth 200 Softgels, packaging may vary",55 - 64 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,No,Yes,Yes,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-01-14,6.08,1.0,NY,"Amazon Brand - Solimo Vitamin D3 50 mcg (2000 IU), 365 Softgels, Value Size - One Year Supply, Supports Strong Bones and Immune Health",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-12-12,9.2,1.0,NC,"NOW Supplements, Vitamin D-3 5,000 IU, High Potency, Structural Support*, 240 Softgels",25 - 34 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,LGBTQ+,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-08-29,7.97,1.0,MS,"One A Day Teen for Him Multivitamin Gummies, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support* & more, 60 Count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, Multivitamin",1,1,1,1,0,0,0,0,0,0,0,0,0,1
2021-08-29,8.94,1.0,MS,"One A Day Women’s Multivitamin, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Biotin, Calcium & More, 100 count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, Multivitamin, B7",1,1,1,1,0,1,0,0,0,1,0,1,0,1
2021-09-12,8.94,1.0,MS,"One A Day Women’s Multivitamin, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Biotin, Calcium & More, 100 count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, Multivitamin, B7",1,1,1,1,0,1,0,0,0,1,0,1,0,1
2021-10-04,14.65,1.0,MS,"One A Day Men’s Multivitamin, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Calcium & more, 200 count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, Multivitamin",1,1,1,1,0,1,0,0,0,1,0,0,0,1
2021-10-05,14.97,1.0,MS,"One A Day Women’s Multivitamin, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Biotin, Calcium & More, 200 count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, Multivitamin, B7",1,1,1,1,0,1,0,0,0,1,0,1,0,1
2021-10-05,7.97,1.0,MS,"One A Day Teen for Him Multivitamin Gummies, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support* & more, 60 Count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, Multivitamin",1,1,1,1,0,0,0,0,0,0,0,0,0,1
2021-11-08,6.79,1.0,MS,"One A Day Teen for Him Multivitamin Gummies, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support* & more, 60 Count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, Multivitamin",1,1,1,1,0,0,0,0,0,0,0,0,0,1
2022-01-05,7.68,1.0,MS,"One A Day Women’s Multivitamin, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Biotin, Calcium & More, 100 count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, Multivitamin, B7",1,1,1,1,0,1,0,0,0,1,0,1,0,1
2022-01-05,7.97,1.0,MS,"One A Day Teen for Him Multivitamin Gummies, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support* & more, 60 Count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, Multivitamin",1,1,1,1,0,0,0,0,0,0,0,0,0,1
2022-02-05,7.97,1.0,MS,"One A Day Teen for Him Multivitamin Gummies, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support* & more, 60 Count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, Multivitamin",1,1,1,1,0,0,0,0,0,0,0,0,0,1
2022-04-04,7.97,1.0,MS,"One A Day Teen for Him Multivitamin Gummies, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support* & more, 60 Count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, Multivitamin",1,1,1,1,0,0,0,0,0,0,0,0,0,1
2022-04-05,14.97,1.0,MS,"One A Day Women’s Multivitamin, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Biotin, Calcium & More, 200 count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, Multivitamin, B7",1,1,1,1,0,1,0,0,0,1,0,1,0,1
2022-04-05,14.97,1.0,MS,"One A Day Men’s Multivitamin, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Calcium & more, 200 count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, Multivitamin",1,1,1,1,0,1,0,0,0,1,0,0,0,1
2022-06-05,7.97,1.0,MS,"One A Day Teen for Him Multivitamin Gummies, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support* & more, 60 Count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, Multivitamin",1,1,1,1,0,0,0,0,0,0,0,0,0,1
2022-07-05,7.97,1.0,MS,"One A Day Teen for Him Multivitamin Gummies, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support* & more, 60 Count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, Multivitamin",1,1,1,1,0,0,0,0,0,0,0,0,0,1
2022-08-05,8.98,1.0,MS,"One A Day Teen for Him Multivitamin Gummies, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support* & more, 60 Count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, Multivitamin",1,1,1,1,0,0,0,0,0,0,0,0,0,1
2022-09-04,8.98,1.0,MS,"One A Day Teen for Him Multivitamin Gummies, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support* & more, 60 Count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, Multivitamin",1,1,1,1,0,0,0,0,0,0,0,0,0,1
2022-10-05,15.97,1.0,MS,"One A Day Men’s Multivitamin, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Calcium & more, 200 count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, Multivitamin",1,1,1,1,0,1,0,0,0,1,0,0,0,1
2022-10-05,15.97,1.0,MS,"One A Day Women’s Multivitamin, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Biotin, Calcium & More, 200 count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, Multivitamin, B7",1,1,1,1,0,1,0,0,0,1,0,1,0,1
2022-11-05,8.98,1.0,MS,"One A Day Teen for Him Multivitamin Gummies, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support* & more, 60 Count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, Multivitamin",1,1,1,1,0,0,0,0,0,0,0,0,0,1
2022-08-15,8.63,1.0,TX,"Enfamil Baby Vitamin D-Vi-Sol Vitamin D Liquid Supplement Drops for Infants, Supporting Strong Teeth & Bones in Newborn Babies, Easy-to-Use, Gluten-Free, 50 Day Supply, Dropper Bottle",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Female,heterosexual (straight),1 (just me!),3,5 - 10 times per month,No,No,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-09-27,8.63,1.0,TX,"Enfamil Baby Vitamin D-Vi-Sol Vitamin D Liquid Supplement Drops for Infants, Supporting Strong Teeth & Bones in Newborn Babies, Easy-to-Use, Gluten-Free, 50 Day Supply, Dropper Bottle",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Female,heterosexual (straight),1 (just me!),3,5 - 10 times per month,No,No,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-12-13,10.49,1.0,TX,"Enfamil Baby Vitamin D-Vi-Sol Vitamin D Liquid Supplement Drops for Infants, Supporting Strong Teeth & Bones in Newborn Babies, Easy-to-Use, Gluten-Free, 50 Day Supply, Dropper Bottle",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Female,heterosexual (straight),1 (just me!),3,5 - 10 times per month,No,No,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-03-08,7.99,1.0,VA,"One A Day Women’s Multivitamin, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Biotin, Calcium & More, 100 count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),1 (just me!),4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, Multivitamin, B7",1,1,1,1,0,1,0,0,0,1,0,1,0,1
